OrderID	OrderDate	CustomerName	PhoneNumber	DeliveryAddressLine1	DeliveryAddressLine2	CityName	StockItemID	Quantity	UnitPrice
67456	2016-02-26	Wingtip Toys (Cadogan, PA)	(215) 555-0100	Shop 111	1266 Aggarwal Road	Cadogan	199	192	3.7
67456	2016-02-26	Wingtip Toys (Cadogan, PA)	(215) 555-0100	Shop 111	1266 Aggarwal Road	Cadogan	105	10	35
67456	2016-02-26	Wingtip Toys (Cadogan, PA)	(215) 555-0100	Shop 111	1266 Aggarwal Road	Cadogan	90	84	18
67456	2016-02-26	Wingtip Toys (Cadogan, PA)	(215) 555-0100	Shop 111	1266 Aggarwal Road	Cadogan	201	24	3.7
67456	2016-02-26	Wingtip Toys (Cadogan, PA)	(215) 555-0100	Shop 111	1266 Aggarwal Road	Cadogan	108	1	25
67457	2016-02-26	Tailspin Toys (Vidrine, LA)	(225) 555-0100	Suite 174	920 Nesic Street	Vidrine	171	80	32
67457	2016-02-26	Tailspin Toys (Vidrine, LA)	(225) 555-0100	Suite 174	920 Nesic Street	Vidrine	173	20	105
67457	2016-02-26	Tailspin Toys (Vidrine, LA)	(225) 555-0100	Suite 174	920 Nesic Street	Vidrine	55	2	13
67457	2016-02-26	Tailspin Toys (Vidrine, LA)	(225) 555-0100	Suite 174	920 Nesic Street	Vidrine	205	70	32
67458	2016-02-26	Wingtip Toys (Black Lick, PA)	(215) 555-0100	Shop 64	581 Koppel Lane	Black Lick	51	3	13
67458	2016-02-26	Wingtip Toys (Black Lick, PA)	(215) 555-0100	Shop 64	581 Koppel Lane	Black Lick	175	1	240
67458	2016-02-26	Wingtip Toys (Black Lick, PA)	(215) 555-0100	Shop 64	581 Koppel Lane	Black Lick	26	8	13
67459	2016-02-26	Joel Carrillo	(405) 555-0100	Unit 18	227 Paruchuri Boulevard	Drumright	122	8	32
67459	2016-02-26	Joel Carrillo	(405) 555-0100	Unit 18	227 Paruchuri Boulevard	Drumright	222	168	8.55
67459	2016-02-26	Joel Carrillo	(405) 555-0100	Unit 18	227 Paruchuri Boulevard	Drumright	79	60	18
67459	2016-02-26	Joel Carrillo	(405) 555-0100	Unit 18	227 Paruchuri Boulevard	Drumright	31	6	13
67460	2016-02-26	Yves Belisle	(480) 555-0100	Unit 22	1530 Ngo Boulevard	Walapai	128	2	32
67460	2016-02-26	Yves Belisle	(480) 555-0100	Unit 22	1530 Ngo Boulevard	Walapai	52	2	13
67461	2016-02-26	Anna Gyarmathi	(252) 555-0100	Suite 15	809 Alva Boulevard	Kannapolis	39	3	13
67461	2016-02-26	Anna Gyarmathi	(252) 555-0100	Suite 15	809 Alva Boulevard	Kannapolis	147	48	18
67461	2016-02-26	Anna Gyarmathi	(252) 555-0100	Suite 15	809 Alva Boulevard	Kannapolis	131	6	32
67461	2016-02-26	Anna Gyarmathi	(252) 555-0100	Suite 15	809 Alva Boulevard	Kannapolis	58	6	25
67461	2016-02-26	Anna Gyarmathi	(252) 555-0100	Suite 15	809 Alva Boulevard	Kannapolis	17	1	13
67462	2016-02-26	Devraj Rao	(385) 555-0100	Unit 12	611 Shasthri Avenue	Westwater	55	4	13
67462	2016-02-26	Devraj Rao	(385) 555-0100	Unit 12	611 Shasthri Avenue	Westwater	163	10	37
67463	2016-02-26	Geza Roman	(215) 555-0100	Suite 24	368 Tatarescu Street	Oval	124	4	32
67463	2016-02-26	Geza Roman	(215) 555-0100	Suite 24	368 Tatarescu Street	Oval	155	80	24
67463	2016-02-26	Geza Roman	(215) 555-0100	Suite 24	368 Tatarescu Street	Oval	221	96	14.5
67463	2016-02-26	Geza Roman	(215) 555-0100	Suite 24	368 Tatarescu Street	Oval	209	25	1.89
67464	2016-02-26	Tailspin Toys (Manahawkin, NJ)	(201) 555-0100	Suite 203	726 Roy Boulevard	Manahawkin	217	100	25
67464	2016-02-26	Tailspin Toys (Manahawkin, NJ)	(201) 555-0100	Suite 203	726 Roy Boulevard	Manahawkin	161	20	108
67464	2016-02-26	Tailspin Toys (Manahawkin, NJ)	(201) 555-0100	Suite 203	726 Roy Boulevard	Manahawkin	3	60	18.5
67465	2016-02-26	Tailspin Toys (College Place, WA)	(206) 555-0100	Shop 151	1536 Bhutia Avenue	College Place	150	7	16
67465	2016-02-26	Tailspin Toys (College Place, WA)	(206) 555-0100	Shop 151	1536 Bhutia Avenue	College Place	46	10	13
67466	2016-02-26	Hue Ton	(252) 555-0100	Unit 17	1634 Eugen Lane	Holden Beach	5	10	32
67466	2016-02-26	Hue Ton	(252) 555-0100	Unit 17	1634 Eugen Lane	Holden Beach	113	4	30
67466	2016-02-26	Hue Ton	(252) 555-0100	Unit 17	1634 Eugen Lane	Holden Beach	35	10	13
67466	2016-02-26	Hue Ton	(252) 555-0100	Unit 17	1634 Eugen Lane	Holden Beach	31	1	13
67467	2016-02-26	In-Su Bae	(206) 555-0100	Shop 10	353 Gomes Avenue	Meadowdale	161	20	108
67467	2016-02-26	In-Su Bae	(206) 555-0100	Shop 10	353 Gomes Avenue	Meadowdale	33	4	13
67467	2016-02-26	In-Su Bae	(206) 555-0100	Shop 10	353 Gomes Avenue	Meadowdale	191	72	3.7
67468	2016-02-26	Tailspin Toys (Donner, LA)	(225) 555-0100	Suite 255	299 Gill Boulevard	Donner	26	7	13
67468	2016-02-26	Tailspin Toys (Donner, LA)	(225) 555-0100	Suite 255	299 Gill Boulevard	Donner	45	1	13
67468	2016-02-26	Tailspin Toys (Donner, LA)	(225) 555-0100	Suite 255	299 Gill Boulevard	Donner	227	96	8.55
67468	2016-02-26	Tailspin Toys (Donner, LA)	(225) 555-0100	Suite 255	299 Gill Boulevard	Donner	220	192	8.55
67468	2016-02-26	Tailspin Toys (Donner, LA)	(225) 555-0100	Suite 255	299 Gill Boulevard	Donner	149	84	18
67469	2016-02-26	Wingtip Toys (Lowellville, OH)	(216) 555-0100	Unit 143	1197 Debeljak Avenue	Lowellville	158	80	105
67469	2016-02-26	Wingtip Toys (Lowellville, OH)	(216) 555-0100	Unit 143	1197 Debeljak Avenue	Lowellville	147	120	18
67469	2016-02-26	Wingtip Toys (Lowellville, OH)	(216) 555-0100	Unit 143	1197 Debeljak Avenue	Lowellville	160	70	33
67470	2016-02-26	Amrita Ganguly	(787) 555-0100	Suite 5	1064 Eugen Lane	Palmas del Mar	204	60	32
67471	2016-02-26	Ana Florea	(210) 555-0100	Shop 3	1898 Pokorna Boulevard	Buchanan Lake Village	184	150	3.5
67472	2016-02-26	Tailspin Toys (La Cueva, NM)	(505) 555-0100	Suite 166	1708 Ankitham Street	La Cueva	204	60	32
67473	2016-02-26	Tailspin Toys (Scofield, UT)	(385) 555-0100	Suite 176	298 Bucco Lane	Scofield	184	75	3.5
67474	2016-02-26	Biju Deb	(218) 555-0100	Suite 20	1104 Podnieks Road	Deer River	204	10	32
67475	2016-02-26	Wingtip Toys (Smoot, WY)	(307) 555-0100	Unit 16	1854 Ankitham Avenue	Smoot	86	72	18
67476	2016-02-26	Devraj Rao	(385) 555-0100	Unit 12	611 Shasthri Avenue	Westwater	78	108	18
67477	2016-02-26	Agrita Kanepa	(201) 555-0100	Unit 7	1482 Ibrahimagic Street	Branchburg Park	86	60	18
67478	2016-02-26	Geza Roman	(215) 555-0100	Suite 24	368 Tatarescu Street	Oval	204	10	32
67479	2016-02-27	Gabriela Hernandes	(239) 555-0100	Suite 31	632 Sokk Lane	Cypress Quarters	105	1	35
67479	2016-02-27	Gabriela Hernandes	(239) 555-0100	Suite 31	632 Sokk Lane	Cypress Quarters	16	9	13
67480	2016-02-27	Ivan Sepulveda	(218) 555-0100	Shop 7	548 Bures Crescent	Northrop	168	30	29
67480	2016-02-27	Ivan Sepulveda	(218) 555-0100	Shop 7	548 Bures Crescent	Northrop	129	8	32
67480	2016-02-27	Ivan Sepulveda	(218) 555-0100	Shop 7	548 Bures Crescent	Northrop	49	2	13
67480	2016-02-27	Ivan Sepulveda	(218) 555-0100	Shop 7	548 Bures Crescent	Northrop	109	5	25
67481	2016-02-27	Tailspin Toys (Idria, CA)	(209) 555-0100	Shop 99	1189 Malakar Road	Idria	208	36	2.7
67481	2016-02-27	Tailspin Toys (Idria, CA)	(209) 555-0100	Shop 99	1189 Malakar Road	Idria	199	24	3.7
67481	2016-02-27	Tailspin Toys (Idria, CA)	(209) 555-0100	Shop 99	1189 Malakar Road	Idria	138	72	5
67482	2016-02-27	Wingtip Toys (Dunkerton, IA)	(319) 555-0100	Suite 226	30 Mitra Street	Dunkerton	183	225	2.74
67482	2016-02-27	Wingtip Toys (Dunkerton, IA)	(319) 555-0100	Suite 226	30 Mitra Street	Dunkerton	146	72	18
67482	2016-02-27	Wingtip Toys (Dunkerton, IA)	(319) 555-0100	Suite 226	30 Mitra Street	Dunkerton	185	150	2.04
67483	2016-02-27	Wingtip Toys (Goodings Grove, IL)	(217) 555-0100	Shop 156	1428 Mercier Avenue	Goodings Grove	70	7	230
67483	2016-02-27	Wingtip Toys (Goodings Grove, IL)	(217) 555-0100	Shop 156	1428 Mercier Avenue	Goodings Grove	76	48	18
67483	2016-02-27	Wingtip Toys (Goodings Grove, IL)	(217) 555-0100	Shop 156	1428 Mercier Avenue	Goodings Grove	117	3	34
67484	2016-02-27	Wingtip Toys (Birds, IL)	(217) 555-0100	Shop 146	520 Matos Lane	Birds	18	6	13
67484	2016-02-27	Wingtip Toys (Birds, IL)	(217) 555-0100	Shop 146	520 Matos Lane	Birds	96	24	18
67484	2016-02-27	Wingtip Toys (Birds, IL)	(217) 555-0100	Shop 146	520 Matos Lane	Birds	216	50	12.5
67485	2016-02-27	Wingtip Toys (Yaak, MT)	(406) 555-0100	Unit 144	1588 Kohout Crescent	Yaak	58	5	25
67485	2016-02-27	Wingtip Toys (Yaak, MT)	(406) 555-0100	Unit 144	1588 Kohout Crescent	Yaak	14	8	3.2
67485	2016-02-27	Wingtip Toys (Yaak, MT)	(406) 555-0100	Unit 144	1588 Kohout Crescent	Yaak	220	72	8.55
67486	2016-02-27	Katerina Hadrabova	(219) 555-0100	Shop 14	1783 ozkan Boulevard	La Paz	149	120	18
67486	2016-02-27	Katerina Hadrabova	(219) 555-0100	Shop 14	1783 ozkan Boulevard	La Paz	57	7	13
67487	2016-02-27	Wingtip Toys (Connoquenessing, PA)	(215) 555-0100	Suite 199	854 Kotadia Crescent	Connoquenessing	163	40	37
67487	2016-02-27	Wingtip Toys (Connoquenessing, PA)	(215) 555-0100	Suite 199	854 Kotadia Crescent	Connoquenessing	213	4	87
67487	2016-02-27	Wingtip Toys (Connoquenessing, PA)	(215) 555-0100	Suite 199	854 Kotadia Crescent	Connoquenessing	39	10	13
67487	2016-02-27	Wingtip Toys (Connoquenessing, PA)	(215) 555-0100	Suite 199	854 Kotadia Crescent	Connoquenessing	85	12	18
67488	2016-02-27	Jayanta Thakur	(276) 555-0100	Suite 17	279 Nakhtare Boulevard	Raven	92	108	18
67488	2016-02-27	Jayanta Thakur	(276) 555-0100	Suite 17	279 Nakhtare Boulevard	Raven	15	4	240
67488	2016-02-27	Jayanta Thakur	(276) 555-0100	Suite 17	279 Nakhtare Boulevard	Raven	93	120	18
67488	2016-02-27	Jayanta Thakur	(276) 555-0100	Suite 17	279 Nakhtare Boulevard	Raven	46	9	13
67489	2016-02-27	Tailspin Toys (Lake Hughes, CA)	(209) 555-0100	Unit 91	1371 Saarijarvi Avenue	Lake Hughes	39	6	13
67489	2016-02-27	Tailspin Toys (Lake Hughes, CA)	(209) 555-0100	Unit 91	1371 Saarijarvi Avenue	Lake Hughes	89	108	18
67489	2016-02-27	Tailspin Toys (Lake Hughes, CA)	(209) 555-0100	Unit 91	1371 Saarijarvi Avenue	Lake Hughes	41	4	13
67489	2016-02-27	Tailspin Toys (Lake Hughes, CA)	(209) 555-0100	Unit 91	1371 Saarijarvi Avenue	Lake Hughes	24	1	13
67490	2016-02-27	Tailspin Toys (Olivette, MO)	(314) 555-0100	Suite 262	1638 Couet Street	Olivette	209	15	1.89
67490	2016-02-27	Tailspin Toys (Olivette, MO)	(314) 555-0100	Suite 262	1638 Couet Street	Olivette	140	36	5
67490	2016-02-27	Tailspin Toys (Olivette, MO)	(314) 555-0100	Suite 262	1638 Couet Street	Olivette	25	3	13
67491	2016-02-27	Wingtip Toys (Kapa'a, HI)	(808) 555-0100	Unit 219	207 Negi Lane	Kapa'a	202	144	4.1
67491	2016-02-27	Wingtip Toys (Kapa'a, HI)	(808) 555-0100	Unit 219	207 Negi Lane	Kapa'a	183	100	2.74
67491	2016-02-27	Wingtip Toys (Kapa'a, HI)	(808) 555-0100	Unit 219	207 Negi Lane	Kapa'a	96	84	18
67491	2016-02-27	Wingtip Toys (Kapa'a, HI)	(808) 555-0100	Unit 219	207 Negi Lane	Kapa'a	217	100	25
67492	2016-02-27	Bishwa Chatterjee	(239) 555-0100	Unit 17	1466 Deilami Road	Lake Clarke Shores	101	12	18
67492	2016-02-27	Bishwa Chatterjee	(239) 555-0100	Unit 17	1466 Deilami Road	Lake Clarke Shores	174	5	240
67492	2016-02-27	Bishwa Chatterjee	(239) 555-0100	Unit 17	1466 Deilami Road	Lake Clarke Shores	83	24	18
67492	2016-02-27	Bishwa Chatterjee	(239) 555-0100	Unit 17	1466 Deilami Road	Lake Clarke Shores	164	60	112
67492	2016-02-27	Bishwa Chatterjee	(239) 555-0100	Unit 17	1466 Deilami Road	Lake Clarke Shores	37	5	13
67493	2016-02-27	Wingtip Toys (Cale, AR)	(479) 555-0100	Unit 12	1235 Oh Crescent	Cale	151	6	16
67493	2016-02-27	Wingtip Toys (Cale, AR)	(479) 555-0100	Unit 12	1235 Oh Crescent	Cale	15	4	24
67493	2016-02-27	Wingtip Toys (Cale, AR)	(479) 555-0100	Unit 12	1235 Oh Crescent	Cale	25	6	13
67493	2016-02-27	Wingtip Toys (Cale, AR)	(479) 555-0100	Unit 12	1235 Oh Crescent	Cale	122	7	32
67493	2016-02-27	Wingtip Toys (Cale, AR)	(479) 555-0100	Unit 12	1235 Oh Crescent	Cale	45	4	13
67494	2016-02-27	Wingtip Toys (North Manitou, MI)	(231) 555-0100	Unit 115	1745 Penttila Road	North Manitou	70	6	230
67494	2016-02-27	Wingtip Toys (North Manitou, MI)	(231) 555-0100	Unit 115	1745 Penttila Road	North Manitou	49	6	13
67494	2016-02-27	Wingtip Toys (North Manitou, MI)	(231) 555-0100	Unit 115	1745 Penttila Road	North Manitou	57	6	13
67494	2016-02-27	Wingtip Toys (North Manitou, MI)	(231) 555-0100	Unit 115	1745 Penttila Road	North Manitou	180	75	1.11
67495	2016-02-27	Tailspin Toys (Sans Souci, SC)	(803) 555-0100	Shop 104	1889 Smirnov Road	Sans Souci	28	8	13
67495	2016-02-27	Tailspin Toys (Sans Souci, SC)	(803) 555-0100	Shop 104	1889 Smirnov Road	Sans Souci	2	7	25
67496	2016-02-27	Pavel Bogdanov	(339) 555-0100	Unit 4	613 senturk Lane	New Braintree	44	1	13
67496	2016-02-27	Pavel Bogdanov	(339) 555-0100	Unit 4	613 senturk Lane	New Braintree	100	72	18
67496	2016-02-27	Pavel Bogdanov	(339) 555-0100	Unit 4	613 senturk Lane	New Braintree	187	250	0.95
67496	2016-02-27	Pavel Bogdanov	(339) 555-0100	Unit 4	613 senturk Lane	New Braintree	4	6	32
67496	2016-02-27	Pavel Bogdanov	(339) 555-0100	Unit 4	613 senturk Lane	New Braintree	191	144	3.7
67497	2016-02-27	Wingtip Toys (North Manitou, MI)	(231) 555-0100	Unit 115	1745 Penttila Road	North Manitou	80	36	18
67498	2016-02-29	Santiago Vera	(304) 555-0100	Suite 17	1864 Havzija Crescent	Nitro	40	6	13
67498	2016-02-29	Santiago Vera	(304) 555-0100	Suite 17	1864 Havzija Crescent	Nitro	32	2	13
67498	2016-02-29	Santiago Vera	(304) 555-0100	Suite 17	1864 Havzija Crescent	Nitro	51	4	13
67499	2016-02-29	Wingtip Toys (Boalsburg, PA)	(215) 555-0100	Suite 185	122 ozcan Lane	Boalsburg	142	60	18
67499	2016-02-29	Wingtip Toys (Boalsburg, PA)	(215) 555-0100	Suite 185	122 ozcan Lane	Boalsburg	205	10	32
67500	2016-02-29	Wingtip Toys (Lowellville, OH)	(216) 555-0100	Unit 143	1197 Debeljak Avenue	Lowellville	100	12	18
67500	2016-02-29	Wingtip Toys (Lowellville, OH)	(216) 555-0100	Unit 143	1197 Debeljak Avenue	Lowellville	142	84	18
67500	2016-02-29	Wingtip Toys (Lowellville, OH)	(216) 555-0100	Unit 143	1197 Debeljak Avenue	Lowellville	33	5	13
67500	2016-02-29	Wingtip Toys (Lowellville, OH)	(216) 555-0100	Unit 143	1197 Debeljak Avenue	Lowellville	20	3	13
67500	2016-02-29	Wingtip Toys (Lowellville, OH)	(216) 555-0100	Unit 143	1197 Debeljak Avenue	Lowellville	119	1	32
67501	2016-02-29	Wingtip Toys (Omer, MI)	(231) 555-0100	Shop 261	1855 Mitra Avenue	Omer	216	90	12.5
67502	2016-02-29	Adrian Andreasson	(217) 555-0100	Unit 21	837 Walker Road	Du Quoin	69	2	230
67502	2016-02-29	Adrian Andreasson	(217) 555-0100	Unit 21	837 Walker Road	Du Quoin	131	8	32
67502	2016-02-29	Adrian Andreasson	(217) 555-0100	Unit 21	837 Walker Road	Du Quoin	44	3	13
67502	2016-02-29	Adrian Andreasson	(217) 555-0100	Unit 21	837 Walker Road	Du Quoin	136	5	32
67502	2016-02-29	Adrian Andreasson	(217) 555-0100	Unit 21	837 Walker Road	Du Quoin	5	5	32
67503	2016-02-29	Tailspin Toys (Nanafalia, AL)	(205) 555-0100	Suite 217	1729 Dey Road	Nanafalia	200	72	4.1
67503	2016-02-29	Tailspin Toys (Nanafalia, AL)	(205) 555-0100	Suite 217	1729 Dey Road	Nanafalia	3	80	18.5
67504	2016-02-29	Wingtip Toys (Trumansburg, NY)	(212) 555-0100	Shop 227	178 Bhogireddy Boulevard	Trumansburg	177	50	1.05
67504	2016-02-29	Wingtip Toys (Trumansburg, NY)	(212) 555-0100	Shop 227	178 Bhogireddy Boulevard	Trumansburg	44	7	13
67505	2016-02-29	Adrian Andreasson	(217) 555-0100	Unit 21	837 Walker Road	Du Quoin	161	50	108
67505	2016-02-29	Adrian Andreasson	(217) 555-0100	Unit 21	837 Walker Road	Du Quoin	13	10	32
67505	2016-02-29	Adrian Andreasson	(217) 555-0100	Unit 21	837 Walker Road	Du Quoin	203	80	32
67505	2016-02-29	Adrian Andreasson	(217) 555-0100	Unit 21	837 Walker Road	Du Quoin	135	6	32
67506	2016-02-29	Abel Tatarescu	(217) 555-0100	Suite 6	1432 Alksne Road	La Grange Park	121	4	32
67506	2016-02-29	Abel Tatarescu	(217) 555-0100	Suite 6	1432 Alksne Road	La Grange Park	84	120	18
67506	2016-02-29	Abel Tatarescu	(217) 555-0100	Suite 6	1432 Alksne Road	La Grange Park	35	1	13
67507	2016-02-29	Bhagavateeprasaad Malladi	(479) 555-0100	Shop 18	1386 Elnaz Avenue	Greenfield	63	8	25
67507	2016-02-29	Bhagavateeprasaad Malladi	(479) 555-0100	Shop 18	1386 Elnaz Avenue	Greenfield	173	70	105
67508	2016-02-29	Anna Gyarmathi	(252) 555-0100	Suite 15	809 Alva Boulevard	Kannapolis	118	1	32
67508	2016-02-29	Anna Gyarmathi	(252) 555-0100	Suite 15	809 Alva Boulevard	Kannapolis	23	1	13
67508	2016-02-29	Anna Gyarmathi	(252) 555-0100	Suite 15	809 Alva Boulevard	Kannapolis	185	250	2.04
67509	2016-02-29	Wingtip Toys (Towaco, NJ)	(201) 555-0100	Unit 12	747 Acar Crescent	Towaco	38	5	13
67509	2016-02-29	Wingtip Toys (Towaco, NJ)	(201) 555-0100	Unit 12	747 Acar Crescent	Towaco	178	225	2.55
67509	2016-02-29	Wingtip Toys (Towaco, NJ)	(201) 555-0100	Unit 12	747 Acar Crescent	Towaco	171	30	32
67510	2016-02-29	Roko Ilic	(262) 555-0100	Unit 17	1653 Huq Crescent	Grantsburg	58	5	25
67510	2016-02-29	Roko Ilic	(262) 555-0100	Unit 17	1653 Huq Crescent	Grantsburg	183	150	2.74
67510	2016-02-29	Roko Ilic	(262) 555-0100	Unit 17	1653 Huq Crescent	Grantsburg	127	3	32
67511	2016-02-29	Tailspin Toys (Wimbledon, ND)	(701) 555-0100	Unit 67	372 Joo Lane	Wimbledon	222	48	8.55
67511	2016-02-29	Tailspin Toys (Wimbledon, ND)	(701) 555-0100	Unit 67	372 Joo Lane	Wimbledon	49	10	13
67511	2016-02-29	Tailspin Toys (Wimbledon, ND)	(701) 555-0100	Unit 67	372 Joo Lane	Wimbledon	23	4	13
67511	2016-02-29	Tailspin Toys (Wimbledon, ND)	(701) 555-0100	Unit 67	372 Joo Lane	Wimbledon	53	2	13
67511	2016-02-29	Tailspin Toys (Wimbledon, ND)	(701) 555-0100	Unit 67	372 Joo Lane	Wimbledon	3	50	18.5
67512	2016-02-29	Dipti Shah	(216) 555-0100	Unit 3	381 Hai Crescent	Scioto Furnace	175	2	240
67512	2016-02-29	Dipti Shah	(216) 555-0100	Unit 3	381 Hai Crescent	Scioto Furnace	182	100	1.28
67513	2016-02-29	Wingtip Toys (Haydenville, OH)	(216) 555-0100	Shop 69	801 Dzene Street	Haydenville	188	25	0.66
67513	2016-02-29	Wingtip Toys (Haydenville, OH)	(216) 555-0100	Shop 69	801 Dzene Street	Haydenville	74	1	285
67514	2016-02-29	Wingtip Toys (Floriston, CA)	(209) 555-0100	Suite 203	229 Cao Lane	Floriston	88	60	18
67514	2016-02-29	Wingtip Toys (Floriston, CA)	(209) 555-0100	Suite 203	229 Cao Lane	Floriston	54	10	13
67514	2016-02-29	Wingtip Toys (Floriston, CA)	(209) 555-0100	Suite 203	229 Cao Lane	Floriston	31	2	13
67515	2016-02-29	Wingtip Toys (Truscott, TX)	(210) 555-0100	Suite 14	1572 Mudaliyar Lane	Truscott	117	5	34
67515	2016-02-29	Wingtip Toys (Truscott, TX)	(210) 555-0100	Suite 14	1572 Mudaliyar Lane	Truscott	91	72	18
67516	2016-02-29	Wingtip Toys (Elverson, PA)	(215) 555-0100	Unit 288	732 Nakhtare Boulevard	Elverson	56	2	13
67516	2016-02-29	Wingtip Toys (Elverson, PA)	(215) 555-0100	Unit 288	732 Nakhtare Boulevard	Elverson	66	2	45
67516	2016-02-29	Wingtip Toys (Elverson, PA)	(215) 555-0100	Unit 288	732 Nakhtare Boulevard	Elverson	69	9	230
67516	2016-02-29	Wingtip Toys (Elverson, PA)	(215) 555-0100	Unit 288	732 Nakhtare Boulevard	Elverson	194	120	4.1
67516	2016-02-29	Wingtip Toys (Elverson, PA)	(215) 555-0100	Unit 288	732 Nakhtare Boulevard	Elverson	214	9	90
67517	2016-02-29	Ioana Florea	(339) 555-0100	Suite 28	999 Dumina Avenue	Nahant	105	6	35
67517	2016-02-29	Ioana Florea	(339) 555-0100	Suite 28	999 Dumina Avenue	Nahant	149	24	18
67517	2016-02-29	Ioana Florea	(339) 555-0100	Suite 28	999 Dumina Avenue	Nahant	79	60	18
67517	2016-02-29	Ioana Florea	(339) 555-0100	Suite 28	999 Dumina Avenue	Nahant	155	100	24
67517	2016-02-29	Ioana Florea	(339) 555-0100	Suite 28	999 Dumina Avenue	Nahant	178	100	2.55
67518	2016-02-29	Kumar Naicker	(262) 555-0100	Suite 11	1012 Sidhu Street	Oconto Falls	140	24	5
67518	2016-02-29	Kumar Naicker	(262) 555-0100	Suite 11	1012 Sidhu Street	Oconto Falls	131	1	32
67518	2016-02-29	Kumar Naicker	(262) 555-0100	Suite 11	1012 Sidhu Street	Oconto Falls	20	8	13
67518	2016-02-29	Kumar Naicker	(262) 555-0100	Suite 11	1012 Sidhu Street	Oconto Falls	220	48	8.55
67518	2016-02-29	Kumar Naicker	(262) 555-0100	Suite 11	1012 Sidhu Street	Oconto Falls	53	5	13
67519	2016-02-29	Tailspin Toys (Gasport, NY)	(212) 555-0100	Unit 176	1674 Skujins Boulevard	Gasport	52	10	13
67519	2016-02-29	Tailspin Toys (Gasport, NY)	(212) 555-0100	Unit 176	1674 Skujins Boulevard	Gasport	157	70	30
67520	2016-02-29	Tailspin Toys (Naples Park, FL)	(239) 555-0100	Shop 172	1724 Chatterjee Avenue	Naples Park	57	5	13
67520	2016-02-29	Tailspin Toys (Naples Park, FL)	(239) 555-0100	Shop 172	1724 Chatterjee Avenue	Naples Park	170	10	102
67520	2016-02-29	Tailspin Toys (Naples Park, FL)	(239) 555-0100	Shop 172	1724 Chatterjee Avenue	Naples Park	50	9	13
67520	2016-02-29	Tailspin Toys (Naples Park, FL)	(239) 555-0100	Shop 172	1724 Chatterjee Avenue	Naples Park	205	100	32
67520	2016-02-29	Tailspin Toys (Naples Park, FL)	(239) 555-0100	Shop 172	1724 Chatterjee Avenue	Naples Park	151	2	16
67521	2016-02-29	Tailspin Toys (Hayes Center, NE)	(308) 555-0100	Shop 190	1059 Kamasamudram Avenue	Hayes Center	28	1	13
67521	2016-02-29	Tailspin Toys (Hayes Center, NE)	(308) 555-0100	Shop 190	1059 Kamasamudram Avenue	Hayes Center	187	75	0.95
67521	2016-02-29	Tailspin Toys (Hayes Center, NE)	(308) 555-0100	Shop 190	1059 Kamasamudram Avenue	Hayes Center	158	30	105
67521	2016-02-29	Tailspin Toys (Hayes Center, NE)	(308) 555-0100	Shop 190	1059 Kamasamudram Avenue	Hayes Center	142	120	18
67522	2016-02-29	Tailspin Toys (Annamoriah, WV)	(304) 555-0100	Unit 280	1394 Ankitham Crescent	Annamoriah	41	9	13
67522	2016-02-29	Tailspin Toys (Annamoriah, WV)	(304) 555-0100	Unit 280	1394 Ankitham Crescent	Annamoriah	154	50	20
67522	2016-02-29	Tailspin Toys (Annamoriah, WV)	(304) 555-0100	Unit 280	1394 Ankitham Crescent	Annamoriah	148	84	18
67523	2016-02-29	Tailspin Toys (Airport Drive, MO)	(314) 555-0100	Unit 115	232 Abbasi Avenue	Airport Drive	49	6	13
67523	2016-02-29	Tailspin Toys (Airport Drive, MO)	(314) 555-0100	Unit 115	232 Abbasi Avenue	Airport Drive	50	7	13
67524	2016-02-29	Wingtip Toys (New Laguna, NM)	(505) 555-0100	Suite 185	1687 Ornlamai Lane	New Laguna	192	108	4.1
67524	2016-02-29	Wingtip Toys (New Laguna, NM)	(505) 555-0100	Suite 185	1687 Ornlamai Lane	New Laguna	7	10	3.2
67524	2016-02-29	Wingtip Toys (New Laguna, NM)	(505) 555-0100	Suite 185	1687 Ornlamai Lane	New Laguna	225	216	8.55
67524	2016-02-29	Wingtip Toys (New Laguna, NM)	(505) 555-0100	Suite 185	1687 Ornlamai Lane	New Laguna	137	6	32
67525	2016-02-29	Darshana Madhunapantula	(240) 555-0100	Shop 6	374 Cheema Street	Tolchester Beach	144	72	18
67525	2016-02-29	Darshana Madhunapantula	(240) 555-0100	Shop 6	374 Cheema Street	Tolchester Beach	158	70	105
67525	2016-02-29	Darshana Madhunapantula	(240) 555-0100	Shop 6	374 Cheema Street	Tolchester Beach	194	216	4.1
67525	2016-02-29	Darshana Madhunapantula	(240) 555-0100	Shop 6	374 Cheema Street	Tolchester Beach	147	36	18
67525	2016-02-29	Darshana Madhunapantula	(240) 555-0100	Shop 6	374 Cheema Street	Tolchester Beach	62	1	25
67526	2016-02-29	Violetta KlanCisar	(225) 555-0100	Shop 25	130 Molnar Avenue	Bayou Cane	30	2	13
67526	2016-02-29	Violetta KlanCisar	(225) 555-0100	Shop 25	130 Molnar Avenue	Bayou Cane	51	5	13
67527	2016-02-29	Jana Fialova	(215) 555-0100	Unit 20	1261 Lo Road	Weigelstown	142	36	18
67527	2016-02-29	Jana Fialova	(215) 555-0100	Unit 20	1261 Lo Road	Weigelstown	74	1	285
